TimeStamp,DualFuel,Hydro,NaturalGas,Nuclear,OtherFossilFuels,OtherRenewables,Wind,Total
01/01/2019 00:00:00,1800.38461538462,3056.07692307692,1241.15384615385,5429.30769230769,0.923076923076923,276.538461538462,1330.84615384615,13135.2307692308
01/01/2019 01:00:00,1657.08333333333,3200.75,1162.66666666667,5428.83333333333,2.83333333333333,280.25,1180.75,12913.1666666667
01/01/2019 02:00:00,1521.33333333333,3343.83333333333,1145.83333333333,5426.75,3.08333333333333,276.166666666667,990.583333333333,12707.5833333333
01/01/2019 03:00:00,1581.75,2889.08333333333,1114.58333333333,5425.08333333333,2.58333333333333,274.25,1182.58333333333,12469.9166666667
01/01/2019 04:00:00,1457.58333333333,3031.83333333333,1108.41666666667,5427.91666666667,1.16666666666667,274.666666666667,1018.91666666667,12320.5
01/01/2019 05:00:00,1529,3466.5,1121.58333333333,5429.83333333333,0.0833333333333333,274.833333333333,760,12581.8333333333
01/01/2019 06:00:00,1750.5,3302.41666666667,1148.5,5429.58333333333,0,274.833333333333,925.75,12831.5833333333
01/01/2019 07:00:00,1959.58333333333,3018.58333333333,1146.33333333333,5429.91666666667,0,276.666666666667,1154.58333333333,12985.6666666667
01/01/2019 08:00:00,1990.91666666667,2868,1238,5430.58333333333,0,279.25,1348.25,13155
01/01/2019 09:00:00,2080.58333333333,2832.58333333333,1481.66666666667,5430.41666666667,0,278.25,1312.91666666667,13416.4166666667
01/01/2019 10:00:00,2135.91666666667,3618.25,1631.41666666667,5431.66666666667,0.25,279.333333333333,1250,14346.8333333333
01/01/2019 11:00:00,2333.33333333333,3774.5,1665.66666666667,5431.08333333333,3,282.916666666667,1201.83333333333,14692.3333333333
01/01/2019 12:00:00,2247.91666666667,3833.75,1669.41666666667,5431,0,290.5,1184,14656.5833333333
01/01/2019 13:00:00,2329.66666666667,3582,1598.16666666667,5429.58333333333,0.583333333333333,300.416666666667,1044.16666666667,14284.5833333333
01/01/2019 14:00:00,2370.5,3502,1583.66666666667,5430.16666666667,0,293.916666666667,882.25,14062.5
01/01/2019 15:00:00,2390.5,3780.5,1786.33333333333,5431.25,0,279.666666666667,817.333333333333,14485.5833333333
01/01/2019 16:00:00,2587.5,3953.5,2017,5431,0,275.25,810.833333333333,15075.0833333333
01/01/2019 17:00:00,2964.25,4167.33333333333,2264.5,5430.5,0,276.916666666667,683.166666666667,15786.6666666667
